ENL_ID,PI_ID,INC_AUTHOR,INC_PUBYEAR,GRIFFIN,CAMERON,BATTLE,EXCLUSION,SPECIES,REGION,COUNTRY,ACD_LOCATION,LAT,LONG,LATLONG_SOURCE,GEOPOS_NOTES,EPIZONE,BATTLEZONE,START_MONTH,START_YEAR,END_MONTH,END_YEAR,TIME,TIME_CAT,FREQ_ACD,FREQ_ACD_NUM,PCD,POP,d,PYO,PYO_APPR,INC,INC_NOTES,DIAGNOSTIC,CLINICAL_DEF,CASE_DENS_THRESH,INC_LAR,INC_UAR,EIR,INTERVENTION,PR_AUTHOR,PR_PUBYEAR,PR_MONTH,PR_YEAR,N_SURVEYS,PR_LAR,PR_UAR,AGE_MATCH,N,N_POS,N_POS_ADJ,PR,PR_NOTES,PR_DIAGNOSTIC,PfPR2_10,PvPR1_99,MAPPR_Stand,PapPR_Stand,PR_Stand,RefACD,PMID,RefPR,PMID_PR
5511,5511_01,Mwangi,2005,No,No,No,Total duplicate,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,819,1274,1522,0,837.06,Data from text in Incidence section of results.,Microscopy,Fever >=37.5 C + positive blood film,1,0,85,10,None,Same,Same,"3, 6, 7, 10","1999, 2001",4,1,9,0,NA,NA,NA,0.249,Used average PR value reported in results,Microscopy,0.00865048,0.0025,0.007173764,0.208212809,0.208212809,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005).",15871128
5511,5511_02,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,44,73,87.21,0,862,Used GetData to digitize values from Figure 4 then multiplied by 1000 and used age-specific value from Table 1 as d.,Microscopy,Fever >=37.5 C + positive blood film,2500,0,1,10,None,Mwangi,2003,7,1999,1,0,1,1,NA,NA,NA,0.1023,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.005157506,0.1023,0.1023,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_03,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,19,54,38,1,1408,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,1,2,10,None,Mwangi,2003,7,1999,1,1,2,1,NA,NA,NA,0.1616,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008092372,0.1616,0.1616,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_04,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,20,63,40,1,1574,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,2,3,10,None,Mwangi,2003,7,1999,1,2,3,1,NA,NA,NA,0.3489,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008573792,0.3489,0.3489,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_05,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,20,58,40,1,1462,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,3,4,10,None,Mwangi,2003,7,1999,1,3,4,1,NA,NA,NA,0.357,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008652762,0.357,0.357,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_06,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,20,62,40,1,1541,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,4,5,10,None,Mwangi,2003,7,1999,1,4,5,1,NA,NA,NA,0.3653,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008665716,0.3653,0.3653,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_07,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,20,61,40,1,1513,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,5,6,10,None,Mwangi,2003,7,1999,1,5,6,1,NA,NA,NA,0.3907,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008667841,0.3907,0.3907,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_08,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,22,73,44,1,1658,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,6,7,10,None,Mwangi,2003,7,1999,1,6,7,1,NA,NA,NA,0.4118,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.00866819,0.4118,0.4118,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_09,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,22,47,44,1,1073,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,7,8,10,None,Mwangi,2003,7,1999,1,7,8,1,NA,NA,NA,0.4158,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008668247,0.4158,0.4158,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_10,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,23,43,46,1,924,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,8,9,10,None,Mwangi,2003,7,1999,1,8,9,1,NA,NA,NA,0.3857,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008668256,0.3857,0.3857,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_11,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,23,35,46,1,765,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,9,10,10,None,Mwangi,2003,7,1999,1,9,10,1,NA,NA,NA,0.3342,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008647087,0.3342,0.3342,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_12,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,23,23,46,1,501,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,10,11,10,None,Mwangi,2003,7,1999,1,10,11,1,NA,NA,NA,0.3085,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.008385611,0.3085,0.3085,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_13,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,103,88,206,1,425,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,2500,11,14,10,None,Mwangi,2003,7,1999,1,12,15,0,NA,NA,NA,0.2185,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.007929012,0.224096334,0.224096334,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_14,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,88,66,176,1,377,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,1,15,19,10,None,Mwangi,2003,7,1999,1,15,19,1,NA,NA,NA,0.231,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.007076925,0.231,0.231,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
5511,5511_15,Mwangi,2005,Yes,Yes,No,NA,Pf,Africa+,Kenya,Ngerenya,-3.5153,39.8376,Pers. Comm.,Positioned to Ngerenya cluster 1,7,Sub-Saharan Africa,5,1999,5,2001,2,24 mo,Weekly,7,Yes,173,37,346,1,106,Used GetData to digitize values from Figure 4 then multiplied by 1000. Estimated POP values using OpenMalaria pop breakdown such that each band adds up to equal total pop and then derived PYO to find d based on incidence.,Microscopy,Fever >=37.5 C + positive blood film,1,20,39,10,None,Mwangi,2003,7,1999,1,20,30,0,NA,NA,NA,0.2266,Used get data to digitize first plot in Figure 4.8,Microscopy,0.00865048,0.0025,0.005855603,0.216493438,0.216493438,"Mwangi, T.W., Ross, A., Snow, R.W. & Marsh, K. Case definitions of clinical malaria under different transmission conditions in Kilifi District, Kenya. J Infect Dis 191, 1932-9 (2005). And Mwangi, T.W., Mohammed, M., Dayo, H., Snow, R.W. & Marsh, K. Clinical algorithms for malaria diagnosis lack utility among people of different age groups. Trop Med Int Health 10, 530-6 (2005). for EIR data",15871128,Mwangi T. Clinical epidemiology of malaria under differing levels of transmission [Thesis]. Open University (2003).,
